Nome: FLORESTA
Codigo Estacao: A351
Latitude: -8.598785
Longitude: -38.584062
Altitude: 327.42
Situacao: Operante
Data Inicial: 2011-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2013-04-26;0;71,625;
2013-04-27;,8;68,291667;
2013-04-28;0;58,666667;
2013-04-29;0;73,708333;
2013-04-30;3,4;70,083333;
2013-05-01;0;67,125;
2013-05-02;0;66,375;
2013-05-03;,2;59,666667;
2013-05-04;0;58,5;
2013-05-05;0;57,458333;
2013-05-06;0;51,041667;
2013-05-07;0;53,75;
2013-05-08;0;55,25;
2013-05-09;0;58,791667;
2013-05-10;0;65,375;
2013-05-11;0;68,625;
2013-05-12;0;62,416667;
2013-05-13;0;58,125;
2013-05-14;0;60,125;
2013-05-15;0;71,083333;
2013-05-16;1,2;71,208333;
2013-05-17;,2;68,916667;
2013-05-18;0;64,583333;
2013-05-19;,4;68,916667;
2013-05-20;0;62,458333;
2013-05-21;0;60,333333;
2013-05-22;0;59;
2013-05-23;0;60,875;
2013-05-24;0;54,708333;
2013-05-25;0;62,375;
2013-05-26;5;69,916667;
2013-05-27;,2;64,75;
2013-05-28;0;61,125;
2013-05-29;0;59,708333;
2013-05-30;0;57,375;
2013-05-31;0;55,458333;
2013-06-01;0;55,833333;
2013-06-02;0;56,541667;
2013-06-03;0;54,875;
2013-06-04;0;55,666667;
2013-06-05;0;68,791667;
2013-06-06;1,2;58,083333;
2013-06-07;0;58,25;
2013-06-08;0;57,416667;
2013-06-09;,2;63,833333;
2013-06-10;,6;71,083333;
2013-06-11;1,4;66,416667;
2013-06-12;0;60,708333;
2013-06-13;0;55,791667;
2013-06-14;0;58,375;
2013-06-15;0;56,416667;
2013-06-16;0;59,416667;
2013-06-17;0;62,208333;
2013-06-18;,2;59,708333;
2013-06-19;0;54,583333;
2013-06-20;0;54,791667;
2013-06-21;0;64,916667;
2013-06-22;0;66,875;
2013-06-23;0;54,125;
2013-06-24;0;58,666667;
2013-06-25;0;68;
2013-06-26;0;60;
2013-06-27;,8;63,25;
2013-06-28;0;57,291667;
2013-06-29;0;62,125;
2013-06-30;0;57,833333;
2013-07-01;0;55;
2013-07-02;0;60,333333;
2013-07-03;0;66,5;
2013-07-04;1,2;71,083333;
2013-07-05;1,8;66,708333;
2013-07-06;0;69,5;
2013-07-07;0;59,125;
2013-07-08;0;60,166667;
2013-07-09;0;67,5;
2013-07-10;0;70,458333;
2013-07-11;,4;62,25;
2013-07-12;0;68,791667;
2013-07-13;3,2;79,458333;
2013-07-14;16,6;70,75;
2013-07-15;,2;62,625;
2013-07-16;0;60,833333;
2013-07-17;0;56,75;
2013-07-18;0;67,583333;
2013-07-19;0;76,434783;
2013-07-20;4;62,833333;
2013-07-21;0;63,5;
2013-07-22;0;60,458333;
2013-07-23;0;67,75;
2013-07-24;0;64,541667;
2013-07-25;0;65,083333;
2013-07-26;,4;67,333333;
2013-07-27;,8;57,916667;
2013-07-28;0;56,583333;
2013-07-29;0;73,25;
2013-07-30;2,6;62,25;
2013-07-31;0;56,458333;
2013-08-01;0;72,833333;
2013-08-02;1,8;75,791667;
2013-08-03;0;64,333333;
2013-08-04;0;59,375;
2013-08-05;0;56,75;
2013-08-06;0;65,625;
2013-08-07;0;58,041667;
2013-08-08;0;64,458333;
2013-08-09;0;58,833333;
2013-08-10;0;63,083333;
2013-08-11;0;57,166667;
2013-08-12;0;56,291667;
2013-08-13;0;58,791667;
2013-08-14;0;60,25;
2013-08-15;0;58,25;
2013-08-16;0;56,708333;
2013-08-17;0;61,5;
2013-08-18;,4;65,333333;
2013-08-19;0;58,625;
2013-08-20;0;55,583333;
2013-08-21;0;57,208333;
2013-08-22;0;60,333333;
2013-08-23;0;55,958333;
2013-08-24;0;55,708333;
2013-08-25;,2;56,583333;
2013-08-26;0;59,958333;
2013-08-27;0;58,125;
2013-08-28;0;49,75;
2013-08-29;0;54,666667;
2013-08-30;0;58,791667;
2013-08-31;0;56,833333;
2013-09-01;0;54,666667;
2013-09-02;0;54,083333;
2013-09-03;0;50,125;
2013-09-04;0;50,583333;
2013-09-05;0;52,916667;
2013-09-06;0;59,625;
2013-09-07;0;60,666667;
2013-09-08;0;56,041667;
2013-09-09;0;54,625;
2013-09-10;0;55,916667;
2013-09-11;0;51;
2013-09-12;0;51,416667;
2013-09-13;0;50,666667;
2013-09-14;0;54,125;
2013-09-15;0;53,458333;
2013-09-16;0;49,375;
2013-09-17;0;47,291667;
2013-09-18;0;46,166667;
2013-09-19;0;49,541667;
2013-09-20;0;49,458333;
2013-09-21;0;49,666667;
2013-09-22;0;53,375;
2013-09-23;0;49,541667;
2013-09-24;0;42,291667;
2013-09-25;0;43,791667;
2013-09-26;0;46,25;
2013-09-27;0;51,875;
2013-09-28;0;51;
2013-09-29;0;49,125;
2013-09-30;0;48,958333;
2013-10-01;0;45,541667;
2013-10-02;0;48,833333;
2013-10-03;0;44,375;
2013-10-04;0;47,208333;
2013-10-05;0;37,041667;
2013-10-06;0;33,625;
2013-10-07;0;46,083333;
2013-10-08;0;49,416667;
2013-10-09;0;46,375;
2013-10-10;0;47,291667;
2013-10-11;1,8;67,416667;
2013-10-12;,4;77,625;
2013-10-13;13,2;75,583333;
2013-10-14;0;63,916667;
2013-10-15;0;55,708333;
2013-10-16;0;55,083333;
2013-10-17;0;54,25;
2013-10-18;0;52,958333;
2013-10-19;0;46,541667;
2013-10-20;0;39,958333;
2013-10-21;0;47,708333;
2013-10-22;0;45,541667;
2013-10-23;0;49,833333;
2013-10-24;0;54,458333;
2013-10-25;0;51,708333;
2013-10-26;0;50,875;
2013-10-27;0;50,791667;
2013-10-28;0;48,208333;
2013-10-29;0;43;
2013-10-30;0;45,541667;
2013-10-31;0;42,125;
2013-11-01;0;47,125;
2013-11-02;0;49,166667;
2013-11-03;0;52;
2013-11-04;0;57,083333;
2013-11-05;,2;52,625;
2013-11-06;0;49,583333;
2013-11-07;0;49,541667;
2013-11-08;0;46,791667;
2013-11-09;0;46,166667;
2013-11-10;0;45,041667;
2013-11-11;0;45,25;
2013-11-12;0;42,916667;
2013-11-13;0;41,916667;
2013-11-14;0;48,416667;
2013-11-15;0;48,208333;
2013-11-16;0;45,291667;
2013-11-17;0;39,416667;
2013-11-18;0;45,5;
2013-11-19;0;46,333333;
2013-11-20;0;49,666667;
2013-11-21;0;50,458333;
2013-11-22;0;53,625;
2013-11-23;0;49;
2013-11-24;,2;54,625;
2013-11-25;0;48,041667;
2013-11-26;0;48,958333;
2013-11-27;0;47,916667;
2013-11-28;,4;45,875;
2013-11-29;0;44,541667;
2013-11-30;0;41,666667;
2013-12-01;0;49,125;
2013-12-02;0;49,625;
2013-12-03;0;46,791667;
2013-12-04;0;34,875;
2013-12-05;0;34,75;
2013-12-06;0;39,625;
2013-12-07;0;40,041667;
2013-12-08;0;37,25;
2013-12-09;0;44,541667;
2013-12-10;0;40,5;
2013-12-11;0;37,791667;
2013-12-12;0;36,708333;
2013-12-13;0;41,708333;
2013-12-14;,2;45,791667;
2013-12-15;6,8;60,083333;
2013-12-16;5;54,291667;
2013-12-17;6,4;75,125;
2013-12-18;48,6;77,416667;
2013-12-19;2,4;72,583333;
2013-12-20;71;81,666667;
2013-12-21;23,2;75,666667;
2013-12-22;0;63,75;
2013-12-23;21,4;70,958333;
2013-12-24;0;54,833333;
2013-12-25;0;50,833333;
2013-12-26;0;48,833333;
2013-12-27;0;47,583333;
2013-12-28;0;48,583333;
2013-12-29;0;54,458333;
2013-12-30;0;47,791667;
2013-12-31;0;44,083333;
2014-01-01;0;48,166667;
2014-01-02;0;46,041667;
2014-01-03;0;47,041667;
2014-01-04;0;43,833333;
2014-01-05;0;46,833333;
2014-01-06;0;48,166667;
2014-01-07;0;47,333333;
2014-01-08;0;49,625;
2014-01-09;0;53,125;
2014-01-10;,8;55,416667;
2014-01-11;0;47,458333;
2014-01-12;0;48,583333;
2014-01-13;0;50,083333;
2014-01-14;0;52,375;
2014-01-15;0;51,25;
2014-01-16;0;47,458333;
2014-01-17;0;46,375;
2014-01-18;0;46,041667;
2014-01-19;0;46,833333;
2014-01-20;0;42,25;
2014-01-21;0;41,041667;
2014-01-22;0;46,791667;
2014-01-23;0;42,75;
2014-01-24;0;44,333333;
2014-01-25;0;48,708333;
2014-01-26;0;47,083333;
2014-01-27;0;52,541667;
2014-01-28;0;49,916667;
2014-01-29;0;49,333333;
2014-01-30;0;55,083333;
2014-01-31;,2;50,125;
2014-02-01;0;47,625;
2014-02-02;0;48,833333;
2014-02-03;0;54,25;
2014-02-04;0;51,708333;
2014-02-05;,2;48,416667;
2014-02-06;0;64,708333;
2014-02-07;46;70,541667;
2014-02-08;0;58,166667;
2014-02-09;0;55,75;
2014-02-10;0;54,458333;
2014-02-11;0;51,083333;
2014-02-12;0;48,875;
2014-02-13;0;45,166667;
2014-02-14;0;46,375;
2014-02-15;0;47,916667;
2014-02-16;0;51,5;
2014-02-17;0;56,166667;
2014-02-18;11,4;63,625;
2014-02-19;0;47,375;
2014-02-20;0;61,041667;
2014-02-21;8,8;67,833333;
2014-02-22;0;66,5;
2014-02-23;2;60,375;
2014-02-24;0;51,541667;
2014-02-25;0;47,333333;
2014-02-26;0;49,958333;
2014-02-27;0;50,958333;
2014-02-28;0;50;
2014-03-01;0;54,083333;
2014-03-02;null;75,666667;
2014-03-03;null;72,458333;
2014-03-04;null;62,833333;
2014-03-05;null;54,625;
2014-03-06;null;54,5;
2014-03-07;null;61,541667;
2014-03-08;null;63,041667;
2014-03-09;null;55,458333;
2014-03-10;null;52,791667;
2014-03-11;null;57,25;
2014-03-12;null;55,958333;
2014-03-13;null;54,875;
2014-03-14;null;48,708333;
2014-03-15;null;49;
2014-03-16;null;56,541667;
2014-03-17;null;57;
2014-03-18;null;59,458333;
2014-03-19;null;59,958333;
2014-03-20;null;57,125;
2014-03-21;null;56,666667;
2014-03-22;null;51,083333;
2014-03-23;null;45,875;
2014-03-24;null;46,208333;
2014-03-25;null;45,708333;
2014-03-26;null;47,791667;
2014-03-27;null;45,5;
2014-03-28;null;43,416667;
2014-03-29;null;53,25;
2014-03-30;null;68,5;
2014-03-31;null;56,291667;
2014-04-01;0;52,833333;
2014-04-02;0;50,5;
2014-04-03;0;53,125;
2014-04-04;0;56,25;
2014-04-05;0;53,333333;
2014-04-06;0;67,791667;
2014-04-07;0;63,125;
2014-04-08;0;62,625;
2014-04-09;0;66,666667;
2014-04-10;0;77,333333;
2014-04-11;60,2;76,75;
2014-04-12;,2;69,625;
2014-04-13;0;63,541667;
2014-04-14;0;61,416667;
2014-04-15;0;60,625;
2014-04-16;0;62,708333;
2014-04-17;0;60,791667;
2014-04-18;0;59,958333;
2014-04-19;0;57,708333;
2014-04-20;0;59,916667;
2014-04-21;0;62,541667;
2014-04-22;0;58,916667;
2014-04-23;0;61,666667;
2014-04-24;3,4;60;
2014-04-25;0;55,375;
2014-04-26;0;54,75;
2014-04-27;0;60,791667;
2014-04-28;0;68,166667;
2014-04-29;,2;68,125;
2014-04-30;,4;78,75;
2014-05-01;1,2;84,416667;
2014-05-02;4,2;82,375;
2014-05-03;1,4;80,458333;
2014-05-04;2;78,875;
2014-05-05;1;72,625;
2014-05-06;0;66,333333;
2014-05-07;0;71,541667;
2014-05-08;,8;65,708333;
2014-05-09;0;62,125;
2014-05-10;0;58,416667;
2014-05-11;0;61,083333;
2014-05-12;0;73,375;
2014-05-13;,2;61,791667;
2014-05-14;0;70,166667;
2014-05-15;9,8;80,708333;
2014-05-16;4;77,583333;
2014-05-17;0;67,583333;
2014-05-18;0;68,375;
2014-05-19;0;65,708333;
2014-05-20;0;65,625;
2014-05-21;0;66,416667;
2014-05-22;0;69,416667;
2014-05-23;1,4;68,833333;
2014-05-24;0;63,916667;
2014-05-25;0;57,666667;
2014-05-26;0;55,75;
2014-05-27;0;58,583333;
2014-05-28;0;61,5;
2014-05-29;0;71,625;
2014-05-30;0;61,083333;
2014-05-31;0;59;
2014-06-01;0;65;
2014-06-02;0;57,791667;
2014-06-03;0;49,125;
2014-06-04;0;49,708333;
2014-06-05;0;56,875;
2014-06-06;0;58,291667;
2014-06-07;0;57,458333;
2014-06-08;0;56,75;
2014-06-09;0;58,25;
2014-06-10;,4;68,916667;
2014-06-11;2,2;66,041667;
2014-06-12;0;63,375;
2014-06-13;0;66,875;
2014-06-14;0;59;
2014-06-15;0;61,083333;
2014-06-16;0;61,208333;
2014-06-17;0;68,791667;
2014-06-18;,4;77,125;
2014-06-19;1,8;76,583333;
2014-06-20;,2;63,958333;
2014-06-21;0;63,416667;
2014-06-22;0;59,083333;
2014-06-23;0;64,25;
2014-06-24;,2;70,541667;
2014-06-25;,2;61,166667;
2014-06-26;0;60,833333;
2014-06-27;0;null;
2014-06-28;0;59,4375;
2014-06-29;0;63,333333;
2014-06-30;0;58,708333;
2014-07-01;0;56;
2014-07-02;0;59,458333;
2014-07-03;0;69,083333;
2014-07-04;1,2;61,875;
2014-07-05;0;60,333333;
2014-07-06;0;58,291667;
2014-07-07;0;56,541667;
2014-07-08;,4;62,791667;
2014-07-09;0;61,541667;
2014-07-10;0;60,5;
2014-07-11;0;52,875;
2014-07-12;0;59,333333;
2014-07-13;0;null;
2014-07-14;0;60,35;
2014-07-15;3;76,833333;
2014-07-16;1;69,833333;
2014-07-17;0;70,875;
2014-07-18;,6;76,208333;
2014-07-19;,2;64,958333;
2014-07-20;0;62,041667;
2014-07-21;0;58,583333;
2014-07-22;2;56,333333;
2014-07-23;0;59,875;
2014-07-24;0;63,5;
2014-07-25;0;64,333333;
2014-07-26;1,6;65,333333;
2014-07-27;0;64,666667;
2014-07-28;20;74,375;
2014-07-29;0;64,833333;
2014-07-30;1,8;69,458333;
2014-07-31;,2;62,208333;
2014-08-01;0;66,083333;
2014-08-02;0;63,666667;
2014-08-03;0;63,916667;
2014-08-04;0;60,333333;
2014-08-05;0;57,291667;
2014-08-06;0;60,833333;
2014-08-07;1,6;76,041667;
2014-08-08;8,2;81,75;
2014-08-09;,4;69,583333;
2014-08-10;,2;74,25;
2014-08-11;,4;63,666667;
2014-08-12;0;62,416667;
2014-08-13;0;63,791667;
2014-08-14;0;58,958333;
2014-08-15;0;57,708333;
2014-08-16;,8;60,833333;
2014-08-17;,2;67,458333;
2014-08-18;0;58,375;
2014-08-19;0;65,291667;
2014-08-20;0;59,041667;
2014-08-21;0;62,875;
2014-08-22;0;56,416667;
2014-08-23;0;55,208333;
2014-08-24;0;55,291667;
2014-08-25;0;55,791667;
2014-08-26;0;58,166667;
2014-08-27;0;54,583333;
2014-08-28;0;55,5;
2014-08-29;0;56,958333;
2014-08-30;0;54,625;
2014-08-31;0;55,083333;
2014-09-01;0;49,25;
2014-09-02;0;45,625;
2014-09-03;0;45,041667;
2014-09-04;0;47,708333;
2014-09-05;0;62,75;
2014-09-06;,4;67,625;
2014-09-07;0;63,208333;
2014-09-08;0;66;
2014-09-09;0;60,791667;
2014-09-10;0;55,041667;
2014-09-11;0;70,375;
2014-09-12;1,4;59,75;
2014-09-13;0;55,875;
2014-09-14;0;54,25;
2014-09-15;0;56,875;
2014-09-16;0;54,333333;
2014-09-17;0;52,875;
2014-09-18;0;56,041667;
2014-09-19;0;57,708333;
2014-09-20;0;53,708333;
2014-09-21;0;48,041667;
2014-09-22;0;35,666667;
2014-09-23;0;48,833333;
2014-09-24;0;51,166667;
2014-09-25;0;49,833333;
2014-09-26;0;49,208333;
2014-09-27;0;47,416667;
2014-09-28;0;45,416667;
2014-09-29;0;47,916667;
2014-09-30;0;47,625;
2014-10-01;0;48,333333;
2014-10-02;0;49,25;
2014-10-03;0;57,083333;
2014-10-04;,4;61,75;
2014-10-05;,6;69,916667;
2014-10-06;0;59,458333;
2014-10-07;0;63,625;
2014-10-08;,2;67,083333;
2014-10-09;,6;57,291667;
2014-10-10;0;61,958333;
2014-10-11;,2;60,291667;
2014-10-12;,2;57,875;
2014-10-13;0;54,291667;
2014-10-14;0;50,75;
2014-10-15;0;50,5;
2014-10-16;0;49,791667;
2014-10-17;0;56,625;
2014-10-18;0;49,625;
2014-10-19;0;46,583333;
2014-10-20;0;44,958333;
2014-10-21;0;47;
2014-10-22;0;51,291667;
2014-10-23;0;54,25;
2014-10-24;0;50,625;
2014-10-25;0;46,875;
2014-10-26;0;42,958333;
2014-10-27;0;45,125;
2014-10-28;0;49,083333;
2014-10-29;0;43,083333;
2014-10-30;0;44,125;
2014-10-31;0;47,375;
2014-11-01;0;null;
2014-11-02;0;null;
2014-11-03;0;null;
2014-11-04;0;null;
2014-11-05;0;null;
2014-11-06;0;null;
2014-11-07;0;null;
2014-11-08;0;null;
2014-11-09;0;null;
2014-11-10;1,4;null;
2014-11-11;0;null;
2014-11-12;0;null;
2014-11-13;0;null;
2014-11-14;0;null;
2014-11-15;0;null;
2014-11-16;0;null;
2014-11-17;14,6;null;
2014-11-18;14,6;null;
2014-11-19;,6;null;
2014-11-20;18,4;null;
2014-11-21;,8;null;
2014-11-22;0;null;
2014-11-23;,4;49;
2014-11-24;0;null;
2014-11-25;0;null;
2014-11-26;0;null;
2014-11-27;0;null;
2014-11-28;0;null;
2014-11-29;0;null;
2014-11-30;0;null;
2014-12-01;0;null;
2014-12-02;0;null;
2014-12-03;0;null;
2014-12-04;0;null;
2014-12-05;0;null;
2014-12-06;0;null;
2014-12-07;1,6;null;
2014-12-08;0;null;
2014-12-09;0;null;
2014-12-10;0;null;
2014-12-11;0;null;
2014-12-12;0;null;
2014-12-13;0;null;
2014-12-14;0;null;
2014-12-15;0;null;
2014-12-16;,6;null;
2014-12-17;,6;null;
2014-12-18;0;null;
2014-12-19;0;null;
2014-12-20;21,6;null;
2014-12-21;0;null;
2014-12-22;0;null;
2014-12-23;0;null;
2014-12-24;0;null;
2014-12-25;0;null;
2014-12-26;0;null;
2014-12-27;0;null;
2014-12-28;0;null;
2014-12-29;0;null;
2014-12-30;0;47,5;
2014-12-31;0;58,875;
2015-01-01;,2;55,416667;
2015-01-02;0;51,375;
2015-01-03;,2;44,958333;
2015-01-04;0;44,470588;
2015-01-05;0;47,055556;
2015-01-06;0;44,75;
2015-01-07;0;48,291667;
2015-01-08;0;48,166667;
2015-01-09;0;44,916667;
2015-01-10;0;47,625;
2015-01-11;0;56,5;
2015-01-12;0;56,416667;
2015-01-13;0;47,25;
2015-01-14;0;45,25;
2015-01-15;0;44,458333;
2015-01-16;0;45,583333;
2015-01-17;0;41,375;
2015-01-18;0;43,541667;
2015-01-19;0;45;
2015-01-20;0;45,208333;
2015-01-21;0;46;
2015-01-22;0;45,5;
2015-01-23;0;37,958333;
2015-01-24;0;49,875;
2015-01-25;0;54,291667;
2015-01-26;0;46;
2015-01-27;0;40;
2015-01-28;0;43,208333;
2015-01-29;0;49,541667;
2015-01-30;0;58;
2015-01-31;1;55,5;
2015-02-01;0;47,75;
2015-02-02;0;37,333333;
2015-02-03;0;45;
2015-02-04;0;59,666667;
2015-02-05;0;65,333333;
2015-02-06;0;50,166667;
2015-02-07;0;37,958333;
2015-02-08;0;40,291667;
2015-02-09;0;44,541667;
2015-02-10;0;46,791667;
2015-02-11;0;46,833333;
2015-02-12;0;48,041667;
2015-02-13;0;47,227273;
2015-02-14;0;43,041667;
2015-02-15;0;55,5;
2015-02-16;0;51,833333;
2015-02-17;0;44,625;
2015-02-18;0;49,25;
2015-02-19;0;58,75;
2015-02-20;5,4;63,333333;
2015-02-21;13,6;71,583333;
2015-02-22;,2;68,375;
2015-02-23;4,4;72,875;
2015-02-24;36,8;72,791667;
2015-02-25;0;57,458333;
2015-02-26;,8;53,166667;
2015-02-27;0;48,916667;
2015-02-28;0;51,583333;
2015-03-01;,6;62,291667;
2015-03-02;2;62,458333;
2015-03-03;,2;51,708333;
2015-03-04;,2;49;
2015-03-05;0;56,791667;
2015-03-06;14,4;67,125;
2015-03-07;0;52,291667;
2015-03-08;0;51,416667;
2015-03-09;0;61,583333;
2015-03-10;0;53,5;
2015-03-11;0;47,166667;
2015-03-12;0;44,125;
2015-03-13;0;45,875;
2015-03-14;0;46,291667;
2015-03-15;0;43,25;
2015-03-16;0;47,958333;
2015-03-17;,4;50,958333;
2015-03-18;1,2;49,333333;
2015-03-19;0;45,166667;
2015-03-20;0;46,5;
2015-03-21;0;55,125;
2015-03-22;17,6;73,25;
2015-03-23;0;62,458333;
2015-03-24;0;56,5;
2015-03-25;0;51,541667;
2015-03-26;0;50,291667;
2015-03-27;0;48;
2015-03-28;0;43,583333;
2015-03-29;0;50,166667;
2015-03-30;0;56,25;
2015-03-31;0;50,291667;
2015-04-01;0;42,791667;
2015-04-02;0;50,541667;
2015-04-03;0;44,375;
2015-04-04;0;50,041667;
2015-04-05;0;52,833333;
2015-04-06;0;51,791667;
2015-04-07;0;56,833333;
2015-04-08;12,2;67,083333;
2015-04-09;0;56,75;
2015-04-10;0;53,5;
2015-04-11;0;56,375;
2015-04-12;0;62;
2015-04-13;0;58,208333;
2015-04-14;0;53,166667;
2015-04-15;0;54,291667;
2015-04-16;0;48;
2015-04-17;0;48,958333;
2015-04-18;0;47,291667;
2015-04-19;0;53,791667;
2015-04-20;0;62,291667;
2015-04-21;6;59,75;
2015-04-22;0;52,791667;
2015-04-23;1,2;68,75;
2015-04-24;0;67,166667;
2015-04-25;2,2;60,416667;
2015-04-26;0;50,833333;
2015-04-27;0;47,291667;
2015-04-28;0;45,25;
2015-04-29;0;47,708333;
2015-04-30;0;44,958333;
2015-05-01;0;49,166667;
2015-05-02;0;46,75;
2015-05-03;0;60,375;
2015-05-04;4,6;58,333333;
2015-05-05;0;53,25;
2015-05-06;0;54,875;
2015-05-07;0;52,458333;
2015-05-08;0;51,291667;
2015-05-09;,8;54,166667;
2015-05-10;0;52,708333;
2015-05-11;0;50,458333;
2015-05-12;0;50,041667;
2015-05-13;0;44,875;
2015-05-14;0;56,25;
2015-05-15;0;55,041667;
2015-05-16;0;53;
2015-05-17;0;54,458333;
2015-05-18;0;63,291667;
2015-05-19;,2;62,041667;
2015-05-20;0;59,458333;
2015-05-21;0;58,291667;
2015-05-22;0;70,958333;
2015-05-23;,6;67,708333;
2015-05-24;,2;66,583333;
2015-05-25;0;61,666667;
2015-05-26;0;64,875;
2015-05-27;0;63,5;
2015-05-28;,4;63,083333;
2015-05-29;0;58;
2015-05-30;0;68,083333;
2015-05-31;1,8;64,458333;
2015-06-01;0;63,75;
2015-06-02;0;59,833333;
2015-06-03;0;70,083333;
2015-06-04;1,8;74,5;
2015-06-05;,2;69,666667;
2015-06-06;,6;64,625;
2015-06-07;0;69,833333;
2015-06-08;0;65,666667;
2015-06-09;0;63,5;
2015-06-10;0;58,458333;
2015-06-11;0;60,041667;
2015-06-12;0;62,708333;
2015-06-13;0;52,083333;
2015-06-14;0;57,833333;
2015-06-15;0;59,416667;
2015-06-16;0;55,25;
2015-06-17;0;62,958333;
2015-06-18;0;71,75;
2015-06-19;,2;64,5;
2015-06-20;0;72;
2015-06-21;1,6;66,25;
2015-06-22;0;68;
2015-06-23;,8;67,041667;
2015-06-24;0;69,958333;
2015-06-25;,8;72,041667;
2015-06-26;,4;67,583333;
2015-06-27;,2;67;
2015-06-28;0;71,375;
2015-06-29;,4;77,333333;
2015-06-30;1;79,25;
2015-07-01;,2;64,708333;
2015-07-02;,2;74,583333;
2015-07-03;4,2;73,875;
2015-07-04;0;71,125;
2015-07-05;1,2;72,125;
2015-07-06;0;66,416667;
2015-07-07;0;70,208333;
2015-07-08;0;63,916667;
2015-07-09;0;64,458333;
2015-07-10;0;60,625;
2015-07-11;0;57,125;
2015-07-12;0;61,875;
2015-07-13;0;58,5;
2015-07-14;0;54,333333;
2015-07-15;0;68,833333;
2015-07-16;,8;64,5;
2015-07-17;,6;61,791667;
2015-07-18;0;61,625;
2015-07-19;0;60,791667;
2015-07-20;0;61,208333;
2015-07-21;0;58,75;
2015-07-22;0;61,25;
2015-07-23;,6;71,875;
2015-07-24;5,2;76,416667;
2015-07-25;0;61,875;
2015-07-26;,2;71,125;
2015-07-27;0;60,541667;
2015-07-28;0;58,875;
2015-07-29;0;60,583333;
2015-07-30;0;56,25;
2015-07-31;1;76,125;
2015-08-01;,4;65,166667;
2015-08-02;0;58,708333;
2015-08-03;0;57,791667;
2015-08-04;0;54,916667;
2015-08-05;0;54,541667;
2015-08-06;0;56,666667;
2015-08-07;0;55,708333;
2015-08-08;0;53;
2015-08-09;0;56,625;
2015-08-10;0;58,875;
2015-08-11;1,8;68,208333;
2015-08-12;0;58,541667;
2015-08-13;0;57,208333;
2015-08-14;,6;65,833333;
2015-08-15;0;60,916667;
2015-08-16;,4;59,416667;
2015-08-17;,2;60,708333;
2015-08-18;0;51,416667;
2015-08-19;0;61,958333;
2015-08-20;0;57,125;
2015-08-21;0;53,5;
2015-08-22;0;52,625;
2015-08-23;0;57,458333;
2015-08-24;0;50,208333;
2015-08-25;0;50,666667;
2015-08-26;0;46,958333;
2015-08-27;0;47,5;
2015-08-28;0;46,125;
2015-08-29;0;48,25;
2015-08-30;0;53,041667;
2015-08-31;0;53,416667;
2015-09-01;0;52,708333;
2015-09-02;0;49,041667;
2015-09-03;0;52,208333;
2015-09-04;0;50,666667;
2015-09-05;0;46,208333;
2015-09-06;0;37,416667;
2015-09-07;0;42,291667;
2015-09-08;0;41,25;
2015-09-09;0;45,458333;
2015-09-10;0;48,5;
2015-09-11;0;45,166667;
2015-09-12;0;46,291667;
2015-09-13;0;50,833333;
2015-09-14;0;49,25;
2015-09-15;0;51,333333;
2015-09-16;0;54,541667;
2015-09-17;0;59,291667;
2015-09-18;0;58,875;
2015-09-19;0;45,958333;
2015-09-20;0;50,25;
2015-09-21;0;48,625;
2015-09-22;0;50,5;
2015-09-23;0;46,625;
2015-09-24;0;47,75;
2015-09-25;0;49,458333;
2015-09-26;0;45,708333;
2015-09-27;0;50,833333;
2015-09-28;0;44,375;
2015-09-29;0;44,458333;
2015-09-30;0;46,208333;
2015-10-01;0;47,375;
2015-10-02;0;46,958333;
2015-10-03;0;47,75;
2015-10-04;0;46,791667;
2015-10-05;0;40,416667;
2015-10-06;0;41;
2015-10-07;0;46,25;
2015-10-08;0;52,958333;
2015-10-09;0;57;
2015-10-10;0;47,333333;
2015-10-11;0;45,25;
2015-10-12;0;48,25;
2015-10-13;0;46,041667;
2015-10-14;0;57,416667;
2015-10-15;0;54,333333;
2015-10-16;0;51,458333;
2015-10-17;0;48,708333;
2015-10-18;0;49,208333;
2015-10-19;0;50,708333;
2015-10-20;0;46,583333;
2015-10-21;0;43,75;
2015-10-22;0;39,583333;
2015-10-23;0;39,125;
2015-10-24;0;38,166667;
2015-10-25;0;45,583333;
2015-10-26;0;44,125;
2015-10-27;0;43,208333;
2015-10-28;0;39,083333;
2015-10-29;0;40,5;
2015-10-30;0;42,666667;
2015-10-31;0;47,166667;
2015-11-01;0;46,208333;
2015-11-02;0;44,541667;
2015-11-03;0;46,291667;
2015-11-04;0;43,375;
2015-11-05;0;43,708333;
2015-11-06;0;37,333333;
2015-11-07;0;42,166667;
2015-11-08;0;44,458333;
2015-11-09;0;46,625;
2015-11-10;0;48,583333;
2015-11-11;0;45,125;
2015-11-12;0;43,75;
2015-11-13;0;35,666667;
2015-11-14;0;32,458333;
2015-11-15;0;31,625;
2015-11-16;,2;34,833333;
2015-11-17;0;35;
2015-11-18;0;38,833333;
2015-11-19;0;41,583333;
2015-11-20;0;35,791667;
2015-11-21;0;27,833333;
2015-11-22;0;39,208333;
2015-11-23;0;39,583333;
2015-11-24;0;34,625;
2015-11-25;0;36,375;
2015-11-26;0;32,625;
